latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
30.943,-88.017,303.2,1,1,2020-09-30,0405,T,54,6.0NRT,286.7,7.7,N
19.397,-92.049,305.3,1.8,1.3,2020-09-30,0400,T,25,6.0NRT,274.9,14.7,N
19.566,-92.232,314,1.9,1.3,2020-09-30,0400,T,84,6.0NRT,283.2,29.5,N
19.563,-92.249,312.3,1.9,1.3,2020-09-30,0400,T,78,6.0NRT,282.1,26.9,N
19.56,-92.236,305.7,1.9,1.3,2020-09-30,0400,T,35,6.0NRT,280.6,15.5,N
19.572,-92.238,311.9,1.9,1.3,2020-09-30,0400,T,77,6.0NRT,285,25.1,N
41.635,-87.147,302.9,1.4,1.2,2020-09-30,0410,T,52,6.0NRT,282.8,13.9,N
41.048,-106.216,312.7,4.5,2,2020-09-30,0410,T,74,6.0NRT,280.2,124.9,N
41.033,-106.269,337.7,4.5,2,2020-09-30,0410,T,100,6.0NRT,281.2,379.5,N
41.064,-106.225,367.8,4.5,2,2020-09-30,0410,T,100,6.0NRT,283.6,977.5,N
41.05,-106.277,398,4.5,2,2020-09-30,0410,T,100,6.0NRT,291.4,2170.7,N
41.035,-106.33,309.6,4.6,2,2020-09-30,0410,T,65,6.0NRT,278.5,105.5,N
41.049,-106.223,344.8,4.5,2,2020-09-30,0410,T,100,6.0NRT,281.9,485.3,N
41.034,-106.276,353.1,4.5,2,2020-09-30,0410,T,100,6.0NRT,281.9,644.3,N
41.065,-106.232,367.6,4.5,2,2020-09-30,0410,T,100,6.0NRT,284.4,982.2,N
41.05,-106.285,382.5,4.5,2,2020-09-30,0410,T,100,6.0NRT,289.8,1479.8,N
41.036,-106.337,315,4.6,2,2020-09-30,0410,T,90,6.0NRT,278.9,144.2,N
41.067,-106.293,406.2,4.5,2,2020-09-30,0410,T,100,6.0NRT,292.4,2623.4,N
41.053,-106.343,432.8,4.6,2,2020-09-30,0410,T,100,6.0NRT,306.9,4631.5,N
41.038,-106.398,321.6,4.6,2,2020-09-30,0410,T,100,6.0NRT,281.3,202.5,N
41.083,-106.301,316.5,4.5,2,2020-09-30,0410,T,83,6.0NRT,280.6,155.9,N
41.069,-106.352,362,4.6,2,2020-09-30,0410,T,100,6.0NRT,292.5,849,N
41.054,-106.406,329.1,4.6,2,2020-09-30,0410,T,100,6.0NRT,285.1,277.2,N
41.086,-106.359,311.7,4.6,2,2020-09-30,0410,T,35,6.0NRT,283.6,120.6,N
41.071,-106.414,319.5,4.6,2,2020-09-30,0410,T,99,6.0NRT,283.1,185,N
41.104,-106.43,316.7,4.6,2,2020-09-30,0410,T,88,6.0NRT,281.8,164.3,N
41.068,-106.299,404.4,4.5,2,2020-09-30,0410,T,100,6.0NRT,294.2,2519.8,N
41.054,-106.348,416.1,4.6,2,2020-09-30,0410,T,100,6.0NRT,306.6,3281.6,N
41.038,-106.403,315.8,4.6,2,2020-09-30,0410,T,92,6.0NRT,280.6,155.1,N
41.084,-106.306,320.5,4.5,2,2020-09-30,0410,T,85,6.0NRT,280.8,186.2,N
41.07,-106.357,357.7,4.6,2,2020-09-30,0410,T,100,6.0NRT,292,743.3,N
41.054,-106.412,328,4.6,2,2020-09-30,0410,T,100,6.0NRT,283.8,265,N
41.087,-106.365,314.1,4.6,2,2020-09-30,0410,T,51,6.0NRT,283.9,138.2,N
41.071,-106.419,314.5,4.6,2,2020-09-30,0410,T,79,6.0NRT,281.7,145.9,N
41.104,-106.435,323.6,4.6,2,2020-09-30,0410,T,100,6.0NRT,282.3,227.8,N
41.12,-106.445,323.3,4.6,2,2020-09-30,0410,T,100,6.0NRT,280.6,225.6,N
41.169,-106.406,314.3,4.6,2,2020-09-30,0410,T,89,6.0NRT,277.1,148.4,N
41.153,-106.463,328.4,4.6,2,2020-09-30,0410,T,100,6.0NRT,277.6,279.7,N
41.202,-106.423,334.4,4.6,2,2020-09-30,0410,T,100,6.0NRT,279.7,342.2,N
41.187,-106.477,313.4,4.6,2,2020-09-30,0410,T,54,6.0NRT,277.4,138.8,N
41.12,-106.452,322.7,4.6,2,2020-09-30,0410,T,100,6.0NRT,280.2,222.5,N
41.169,-106.414,323.8,4.6,2,2020-09-30,0410,T,100,6.0NRT,277.8,228.4,N
41.153,-106.47,327.2,4.6,2,2020-09-30,0410,T,100,6.0NRT,276.7,265.4,N
41.202,-106.43,343.7,4.6,2,2020-09-30,0410,T,100,6.0NRT,280.6,488.1,N
41.186,-106.485,308,4.6,2,2020-09-30,0410,T,73,6.0NRT,276.9,112.7,N
45.776,-111.8,303.7,1.6,1.3,2020-09-30,0550,T,19,6.0NRT,283.8,16.1,N
45.775,-111.806,305.7,1.6,1.3,2020-09-30,0550,T,64,6.0NRT,284.3,19.6,N
44.836,-121.54,302.6,1.2,1.1,2020-09-30,0550,T,50,6.0NRT,286,9.2,N
44.834,-121.554,301.3,1.2,1.1,2020-09-30,0550,T,40,6.0NRT,285.5,8.1,N
31.537,-116.576,316.3,1.1,1.1,2020-09-30,0545,T,59,6.0NRT,296.7,13.4,N
33.539,-109.112,312.6,1.6,1.3,2020-09-30,0545,T,85,6.0NRT,285.1,27.3,N
34.107,-116.951,305.1,1.1,1,2020-09-30,0545,T,59,6.0NRT,289.8,8.5,N
34.255,-118.067,306.8,1.2,1.1,2020-09-30,0545,T,64,6.0NRT,293.7,8.2,N
34.251,-118.091,306.4,1.2,1.1,2020-09-30,0545,T,66,6.0NRT,294.5,7.7,N
36.189,-118.699,306.7,1.2,1.1,2020-09-30,0545,T,69,6.0NRT,292.5,9.4,N
36.287,-118.671,317.1,1.2,1.1,2020-09-30,0545,T,94,6.0NRT,287.5,21.5,N
36.301,-118.647,319.9,1.2,1.1,2020-09-30,0545,T,99,6.0NRT,285.4,26.6,N
36.299,-118.661,357,1.2,1.1,2020-09-30,0545,T,100,6.0NRT,293.5,103.1,N
36.297,-118.674,327.9,1.2,1.1,2020-09-30,0545,T,100,6.0NRT,288.7,35,N
36.311,-118.649,317.9,1.2,1.1,2020-09-30,0545,T,96,6.0NRT,284.3,24.5,N
36.308,-118.663,345.3,1.2,1.1,2020-09-30,0545,T,100,6.0NRT,289.2,70.2,N
36.306,-118.676,323.7,1.2,1.1,2020-09-30,0545,T,100,6.0NRT,287.8,29.1,N
36.313,-118.693,304.4,1.2,1.1,2020-09-30,0545,T,36,6.0NRT,287.1,8.7,N
36.321,-118.763,322.3,1.2,1.1,2020-09-30,0545,T,99,6.0NRT,292.8,24.8,N
36.314,-118.805,323,1.2,1.1,2020-09-30,0545,T,100,6.0NRT,292.8,26.4,N
36.312,-118.819,306.1,1.2,1.1,2020-09-30,0545,T,60,6.0NRT,290.4,8.6,N
36.34,-118.715,323.2,1.2,1.1,2020-09-30,0545,T,100,6.0NRT,289.9,28.4,N
36.337,-118.728,321.9,1.2,1.1,2020-09-30,0545,T,100,6.0NRT,292.1,25.4,N
36.335,-118.741,317,1.2,1.1,2020-09-30,0545,T,94,6.0NRT,292.2,19.4,N
36.333,-118.754,309.2,1.2,1.1,2020-09-30,0545,T,67,6.0NRT,290.4,11.1,N
36.331,-118.767,343.5,1.2,1.1,2020-09-30,0545,T,100,6.0NRT,292.1,63.5,N
36.328,-118.782,317.8,1.2,1.1,2020-09-30,0545,T,75,6.0NRT,292.9,18.2,N
36.326,-118.795,328,1.2,1.1,2020-09-30,0545,T,100,6.0NRT,294.5,32.7,N
36.349,-118.68,303.6,1.2,1.1,2020-09-30,0545,T,47,6.0NRT,281.6,10.2,N
36.341,-118.722,333.2,1.2,1.1,2020-09-30,0545,T,100,6.0NRT,292.2,44.1,N
36.339,-118.736,318.3,1.2,1.1,2020-09-30,0545,T,97,6.0NRT,292.6,21.4,N
36.337,-118.749,320.8,1.2,1.1,2020-09-30,0545,T,100,6.0NRT,292,24,N
36.33,-118.789,316.7,1.2,1.1,2020-09-30,0545,T,94,6.0NRT,293.7,18.5,N
36.328,-118.802,315.6,1.2,1.1,2020-09-30,0545,T,92,6.0NRT,293.3,16.8,N
37.216,-119.211,309.3,1.2,1.1,2020-09-30,0545,T,77,6.0NRT,285.2,14.8,N
37.272,-119.238,303.5,1.2,1.1,2020-09-30,0545,T,55,6.0NRT,283.6,10.3,N
37.273,-119.244,303.1,1.2,1.1,2020-09-30,0545,T,46,6.0NRT,283.5,9.9,N
37.327,-119.054,309.6,1.2,1.1,2020-09-30,0545,T,69,6.0NRT,284.4,14.4,N
37.327,-119.107,308.7,1.2,1.1,2020-09-30,0545,T,18,6.0NRT,285.1,12.4,N
37.325,-119.12,312.6,1.2,1.1,2020-09-30,0545,T,53,6.0NRT,285.5,17,N
37.278,-119.448,301.4,1.2,1.1,2020-09-30,0545,T,39,6.0NRT,288.5,6.8,N
37.348,-119.101,322.6,1.2,1.1,2020-09-30,0545,T,85,6.0NRT,285.1,26.7,N
37.335,-119.178,318.7,1.2,1.1,2020-09-30,0545,T,36,6.0NRT,286.3,22.5,N
37.34,-119.21,307.2,1.2,1.1,2020-09-30,0545,T,25,6.0NRT,286.3,11.6,N
37.359,-119.157,304.8,1.2,1.1,2020-09-30,0545,T,44,6.0NRT,285.4,10.2,N
37.356,-119.171,312,1.2,1.1,2020-09-30,0545,T,56,6.0NRT,286,15.6,N
37.384,-119.125,302.9,1.2,1.1,2020-09-30,0545,T,52,6.0NRT,284.9,9.6,N
37.388,-119.467,306.2,1.2,1.1,2020-09-30,0545,T,67,6.0NRT,285.3,12.1,N
37.422,-119.45,300.6,1.2,1.1,2020-09-30,0545,T,12,6.0NRT,286.2,6.7,N
37.422,-119.455,307.9,1.2,1.1,2020-09-30,0545,T,66,6.0NRT,285.9,12.9,N
37.526,-119.327,319.2,1.2,1.1,2020-09-30,0545,T,98,6.0NRT,287.7,24.5,N
37.523,-119.34,316.2,1.2,1.1,2020-09-30,0545,T,44,6.0NRT,285.6,19.4,N
37.519,-119.366,306,1.2,1.1,2020-09-30,0545,T,42,6.0NRT,283.6,10.8,N
37.537,-119.316,321.4,1.2,1.1,2020-09-30,0545,T,100,6.0NRT,288.2,27.8,N
37.535,-119.329,339.2,1.2,1.1,2020-09-30,0545,T,100,6.0NRT,291.4,58,N
37.539,-119.323,334.2,1.2,1.1,2020-09-30,0545,T,94,6.0NRT,291.4,47.3,N
37.536,-119.336,321.6,1.2,1.1,2020-09-30,0545,T,43,6.0NRT,285.9,26.8,N
37.548,-119.326,316.5,1.2,1.1,2020-09-30,0545,T,43,6.0NRT,284.5,20.8,N
37.56,-119.315,306.5,1.2,1.1,2020-09-30,0545,T,19,6.0NRT,283.4,11.8,N
37.558,-119.328,309.7,1.2,1.1,2020-09-30,0545,T,78,6.0NRT,282.7,15.5,N
37.853,-119.585,371.3,1.2,1.1,2020-09-30,0545,T,100,6.0NRT,297.3,166.5,N
37.851,-119.599,328.9,1.2,1.1,2020-09-30,0545,T,100,6.0NRT,287.6,39.5,N
37.863,-119.587,353.7,1.2,1.1,2020-09-30,0545,T,100,6.0NRT,286,97.9,N
37.86,-119.6,316.5,1.2,1.1,2020-09-30,0545,T,93,6.0NRT,283.5,21.7,N
37.866,-119.58,307.6,1.2,1.1,2020-09-30,0545,T,72,6.0NRT,283.6,13.9,N
37.863,-119.593,322.4,1.2,1.1,2020-09-30,0545,T,100,6.0NRT,284.1,30.3,N
38.441,-122.51,311.2,1.7,1.3,2020-09-30,0545,T,82,6.0NRT,293,22.2,N
38.438,-122.516,311.3,1.7,1.3,2020-09-30,0545,T,82,6.0NRT,292.8,22.4,N
38.531,-122.527,303.2,1.7,1.3,2020-09-30,0545,T,13,6.0NRT,293.2,9.4,N
38.529,-122.531,306.5,1.7,1.3,2020-09-30,0545,T,50,6.0NRT,294,13.8,N
38.554,-122.581,304.7,1.7,1.3,2020-09-30,0545,T,12,6.0NRT,293.6,12.1,N
38.619,-122.498,338.3,1.7,1.3,2020-09-30,0545,T,100,6.0NRT,298.2,85,N
38.615,-122.517,312.7,1.7,1.3,2020-09-30,0545,T,81,6.0NRT,295.8,20.6,N
38.607,-122.558,306.4,1.7,1.3,2020-09-30,0545,T,58,6.0NRT,294.7,14.4,N
38.603,-122.578,338.6,1.7,1.3,2020-09-30,0545,T,100,6.0NRT,296.1,90.4,N
38.629,-122.504,321.5,1.7,1.3,2020-09-30,0545,T,100,6.0NRT,296.6,38.4,N
38.626,-122.522,330.7,1.7,1.3,2020-09-30,0545,T,100,6.0NRT,298.8,59.5,N
38.622,-122.54,312,1.7,1.3,2020-09-30,0545,T,55,6.0NRT,296.6,18.6,N
38.618,-122.56,310.7,1.7,1.3,2020-09-30,0545,T,41,6.0NRT,295.4,18.4,N
38.614,-122.582,335.3,1.7,1.3,2020-09-30,0545,T,100,6.0NRT,294.8,77.5,N
38.616,-122.503,327.5,1.7,1.3,2020-09-30,0545,T,100,6.0NRT,297.8,52.7,N
38.604,-122.563,311.3,1.7,1.3,2020-09-30,0545,T,51,6.0NRT,295.1,19.7,N
38.6,-122.584,322.6,1.7,1.3,2020-09-30,0545,T,100,6.0NRT,293.5,43,N
38.627,-122.509,327.2,1.7,1.3,2020-09-30,0545,T,100,6.0NRT,298.3,51.7,N
38.623,-122.526,326.2,1.7,1.3,2020-09-30,0545,T,100,6.0NRT,298.4,47,N
38.615,-122.566,331.3,1.7,1.3,2020-09-30,0545,T,100,6.0NRT,296.7,63.2,N
38.611,-122.587,328.7,1.7,1.3,2020-09-30,0545,T,100,6.0NRT,293.7,57,N
38.635,-122.53,313.6,1.7,1.3,2020-09-30,0545,T,61,6.0NRT,296.6,22.1,N
38.631,-122.548,328.8,1.7,1.3,2020-09-30,0545,T,100,6.0NRT,298.3,55.7,N
38.627,-122.569,314.5,1.7,1.3,2020-09-30,0545,T,89,6.0NRT,296,26,N
38.642,-122.552,305.1,1.7,1.3,2020-09-30,0545,T,63,6.0NRT,293,10.6,N
38.638,-122.572,311.2,1.7,1.3,2020-09-30,0545,T,82,6.0NRT,294.4,20.4,N
40.558,-110.662,305.1,1.6,1.3,2020-09-30,0545,T,63,6.0NRT,282.4,19.4,N
40.556,-110.679,310.5,1.6,1.3,2020-09-30,0545,T,80,6.0NRT,283.8,27.6,N
40.572,-110.628,303.5,1.6,1.3,2020-09-30,0545,T,55,6.0NRT,279.2,18.9,N
41.051,-106.23,446.2,3,1.7,2020-09-30,0545,T,100,6.0NRT,308.1,3351.5,N
41.05,-106.264,446.4,3,1.7,2020-09-30,0545,T,100,6.0NRT,314.2,3338,N
41.048,-106.3,357.1,3,1.7,2020-09-30,0545,T,100,6.0NRT,289.5,394.6,N
41.046,-106.335,377.8,3,1.6,2020-09-30,0545,T,100,6.0NRT,294,723.9,N
41.044,-106.369,328.8,3,1.6,2020-09-30,0545,T,100,6.0NRT,282.4,152.2,N
41.066,-106.231,409,3,1.7,2020-09-30,0545,T,100,6.0NRT,288.4,1574,N
41.065,-106.265,500,3,1.7,2020-09-30,0545,T,100,6.0NRT,318.2,8054.8,N
41.063,-106.3,440.5,3,1.7,2020-09-30,0545,T,100,6.0NRT,310.2,2965.2,N
41.061,-106.338,403.8,3,1.6,2020-09-30,0545,T,100,6.0NRT,308.5,1368,N
41.059,-106.371,325.4,3,1.6,2020-09-30,0545,T,97,6.0NRT,290.1,122.9,N
41.057,-106.405,312.4,3,1.6,2020-09-30,0545,T,42,6.0NRT,280.7,66.8,N
41.081,-106.232,304.2,3,1.7,2020-09-30,0545,T,28,6.0NRT,279.2,41.3,N
41.079,-106.267,309.7,3,1.7,2020-09-30,0545,T,33,6.0NRT,280.5,57.2,N
41.078,-106.301,320.1,3,1.7,2020-09-30,0545,T,65,6.0NRT,280.9,95.9,N
41.076,-106.339,336.1,3,1.6,2020-09-30,0545,T,84,6.0NRT,285.7,185.5,N
41.074,-106.374,326.9,3,1.6,2020-09-30,0545,T,85,6.0NRT,288.7,128.5,N
41.072,-106.406,318.4,3,1.6,2020-09-30,0545,T,48,6.0NRT,284.6,88.8,N
41.088,-106.376,309.7,3,1.6,2020-09-30,0545,T,78,6.0NRT,282.3,58.2,N
41.087,-106.408,303.1,3,1.6,2020-09-30,0545,T,22,6.0NRT,281.9,39.2,N
41.114,-106.445,321.5,3,1.6,2020-09-30,0545,T,74,6.0NRT,281.2,105.6,N
41.077,-106.307,326.5,3,1.7,2020-09-30,0545,T,62,6.0NRT,282.5,124.1,N
41.075,-106.344,335.7,3,1.6,2020-09-30,0545,T,100,6.0NRT,287.1,184.4,N
41.074,-106.378,326.8,3,1.6,2020-09-30,0545,T,100,6.0NRT,289,132.6,N
41.072,-106.411,313,3,1.6,2020-09-30,0545,T,51,6.0NRT,283.2,71.3,N
41.089,-106.381,312.5,3,1.6,2020-09-30,0545,T,75,6.0NRT,283,69.2,N
41.115,-106.451,319.4,3,1.6,2020-09-30,0545,T,95,6.0NRT,280.8,100.2,N
41.161,-106.421,353.7,3,1.6,2020-09-30,0545,T,100,6.0NRT,281.1,363,N
41.159,-106.453,360,3,1.6,2020-09-30,0545,T,100,6.0NRT,281.9,437.7,N
41.205,-106.426,337.1,3,1.6,2020-09-30,0545,T,100,6.0NRT,280.4,208.6,N
41.203,-106.46,314.4,3,1.6,2020-09-30,0545,T,89,6.0NRT,277.1,80.7,N
41.161,-106.427,359.3,3,1.6,2020-09-30,0545,T,100,6.0NRT,283.5,432.2,N
41.16,-106.46,338.5,3,1.6,2020-09-30,0545,T,100,6.0NRT,278.7,218.4,N
41.205,-106.433,340.1,3,1.6,2020-09-30,0545,T,100,6.0NRT,280.9,234.1,N
39.822,-121.186,302.7,1.4,1.2,2020-09-30,0545,T,7,6.0NRT,287.8,8,N
39.819,-121.201,308.9,1.4,1.2,2020-09-30,0545,T,46,6.0NRT,289.3,13.6,N
39.832,-121.188,310.3,1.4,1.2,2020-09-30,0545,T,50,6.0NRT,288.7,15.6,N
39.828,-121.271,313.4,1.4,1.2,2020-09-30,0545,T,87,6.0NRT,288.7,20.3,N
39.819,-121.317,304.1,1.4,1.2,2020-09-30,0545,T,46,6.0NRT,290.9,8.9,N
39.829,-121.32,310.7,1.4,1.2,2020-09-30,0545,T,81,6.0NRT,290.7,15.2,N
39.826,-121.337,317.6,1.4,1.2,2020-09-30,0545,T,95,6.0NRT,291.3,24.2,N
39.868,-121.282,317.8,1.4,1.2,2020-09-30,0545,T,96,6.0NRT,291.2,25.2,N
39.865,-121.3,322.2,1.4,1.2,2020-09-30,0545,T,100,6.0NRT,292,31,N
39.878,-121.286,323.9,1.4,1.2,2020-09-30,0545,T,100,6.0NRT,291.6,34.9,N
39.875,-121.304,348.3,1.4,1.2,2020-09-30,0545,T,100,6.0NRT,294.1,92.4,N
39.872,-121.319,347,1.4,1.2,2020-09-30,0545,T,100,6.0NRT,295.8,86.9,N
39.869,-121.335,316.4,1.4,1.2,2020-09-30,0545,T,69,6.0NRT,292.1,19.7,N
39.883,-121.322,314.7,1.4,1.2,2020-09-30,0545,T,29,6.0NRT,289.9,17.5,N
39.876,-121.355,329.2,1.4,1.2,2020-09-30,0545,T,100,6.0NRT,295.1,41.1,N
39.881,-121.311,328,1.4,1.2,2020-09-30,0545,T,100,6.0NRT,291.9,41,N
39.878,-121.326,328.3,1.4,1.2,2020-09-30,0545,T,100,6.0NRT,291,40.3,N
39.875,-121.342,321.5,1.4,1.2,2020-09-30,0545,T,58,6.0NRT,292.9,26.7,N
39.885,-121.347,309.9,1.4,1.2,2020-09-30,0545,T,21,6.0NRT,291.9,13.3,N
39.882,-121.366,328.2,1.4,1.2,2020-09-30,0545,T,100,6.0NRT,293.4,41.9,N
39.968,-123.191,319.9,1.7,1.3,2020-09-30,0545,T,99,6.0NRT,293.3,36.8,N
40.052,-122.888,310.5,1.6,1.3,2020-09-30,0545,T,72,6.0NRT,288.6,21.7,N
40.002,-123.138,308.8,1.7,1.3,2020-09-30,0545,T,36,6.0NRT,291.2,17.4,N
40.051,-122.893,307.8,1.6,1.3,2020-09-30,0545,T,70,6.0NRT,287.8,18.3,N
40,-123.143,310.8,1.7,1.3,2020-09-30,0545,T,56,6.0NRT,291.8,20.8,N
40.011,-123.147,309.3,1.7,1.3,2020-09-30,0545,T,77,6.0NRT,290,19.4,N
40.029,-123.114,340.2,1.7,1.3,2020-09-30,0545,T,100,6.0NRT,291.6,96.5,N
40.026,-123.132,326.3,1.7,1.3,2020-09-30,0545,T,100,6.0NRT,291.4,52.9,N
40.039,-123.245,308.2,1.7,1.3,2020-09-30,0545,T,74,6.0NRT,292.4,18.2,N
40.258,-123.149,304.4,1.7,1.3,2020-09-30,0545,T,41,6.0NRT,289.4,13.4,N
40.273,-123.13,305.9,1.7,1.3,2020-09-30,0545,T,28,6.0NRT,290.9,14.7,N
40.234,-123.327,311.3,1.7,1.3,2020-09-30,0545,T,82,6.0NRT,292.8,20.3,N
40.226,-123.367,310.3,1.7,1.3,2020-09-30,0545,T,6,6.0NRT,294.2,17.4,N
40.229,-123.411,323.5,1.7,1.3,2020-09-30,0545,T,92,6.0NRT,294.2,42.9,N
40.231,-123.331,310.1,1.7,1.3,2020-09-30,0545,T,64,6.0NRT,293.2,17.5,N
40.297,-123.124,303.7,1.7,1.3,2020-09-30,0545,T,57,6.0NRT,291.1,12.2,N
40.293,-123.143,302.4,1.7,1.3,2020-09-30,0545,T,44,6.0NRT,291.5,10.8,N
40.236,-123.419,324.9,1.7,1.3,2020-09-30,0545,T,100,6.0NRT,295,45.8,N
40.264,-123.344,303.7,1.7,1.3,2020-09-30,0545,T,26,6.0NRT,291.7,9.6,N
40.248,-123.422,335.3,1.7,1.3,2020-09-30,0545,T,100,6.0NRT,296.5,74.9,N
40.259,-123.426,325,1.7,1.3,2020-09-30,0545,T,100,6.0NRT,294.4,45.7,N
40.27,-123.43,313.2,1.7,1.3,2020-09-30,0545,T,39,6.0NRT,293.8,21.1,N
40.278,-123.453,313,1.8,1.3,2020-09-30,0545,T,25,6.0NRT,294.4,21.7,N
40.468,-122.684,319.8,1.6,1.2,2020-09-30,0545,T,99,6.0NRT,295,32.8,N
40.465,-122.702,311.5,1.6,1.2,2020-09-30,0545,T,83,6.0NRT,293.4,18.9,N
40.479,-122.687,335.3,1.6,1.2,2020-09-30,0545,T,100,6.0NRT,296.1,67.4,N
40.476,-122.705,341.2,1.6,1.2,2020-09-30,0545,T,100,6.0NRT,295.8,85.8,N
40.34,-123.373,302.2,1.7,1.3,2020-09-30,0545,T,45,6.0NRT,291,9.8,N
40.487,-122.708,310.3,1.6,1.2,2020-09-30,0545,T,80,6.0NRT,293.1,16.2,N
40.379,-123.243,302.3,1.7,1.3,2020-09-30,0545,T,25,6.0NRT,290.9,11.1,N
40.352,-123.375,301.8,1.7,1.3,2020-09-30,0545,T,37,6.0NRT,290.9,9.2,N
40.504,-122.676,306.3,1.6,1.2,2020-09-30,0545,T,51,6.0NRT,294.2,11.9,N
40.519,-122.662,316.7,1.6,1.2,2020-09-30,0545,T,94,6.0NRT,293.3,26.2,N
40.515,-122.68,331.1,1.6,1.2,2020-09-30,0545,T,100,6.0NRT,294.6,56.2,N
40.396,-123.332,327.5,1.7,1.3,2020-09-30,0545,T,100,6.0NRT,291.5,55.6,N
40.388,-123.374,314.7,1.7,1.3,2020-09-30,0545,T,41,6.0NRT,292.4,25.3,N
40.404,-123.354,314,1.7,1.3,2020-09-30,0545,T,50,6.0NRT,291.3,24.6,N
40.395,-123.398,312.6,1.7,1.3,2020-09-30,0545,T,39,6.0NRT,292.2,21.9,N
40.411,-123.38,318.6,1.7,1.3,2020-09-30,0545,T,69,6.0NRT,292.6,31.4,N
42.686,-111.587,302.8,1.5,1.2,2020-09-30,0545,T,52,6.0NRT,275.5,19.2,N
41.008,-123.325,325.7,1.7,1.3,2020-09-30,0545,T,100,6.0NRT,293.1,49.5,N
41.023,-123.308,327.9,1.6,1.3,2020-09-30,0545,T,100,6.0NRT,293.4,54.3,N
41.019,-123.33,308.6,1.7,1.3,2020-09-30,0545,T,75,6.0NRT,291.9,17.4,N
41.034,-123.312,313.8,1.6,1.3,2020-09-30,0545,T,88,6.0NRT,292.3,24.2,N
41.074,-123.287,317.4,1.6,1.3,2020-09-30,0545,T,95,6.0NRT,292.4,31.7,N
41.07,-123.307,304.7,1.6,1.3,2020-09-30,0545,T,34,6.0NRT,291,11.7,N
41.086,-123.29,320.6,1.6,1.3,2020-09-30,0545,T,100,6.0NRT,292.4,37.5,N
41.101,-123.271,356,1.6,1.3,2020-09-30,0545,T,100,6.0NRT,294.9,155.9,N
41.097,-123.294,339.5,1.6,1.3,2020-09-30,0545,T,100,6.0NRT,293,86.9,N
41.089,-123.274,306.7,1.6,1.3,2020-09-30,0545,T,20,6.0NRT,290.5,14,N
41.084,-123.297,318.2,1.6,1.3,2020-09-30,0545,T,96,6.0NRT,292.1,32.3,N
41.1,-123.278,362.4,1.6,1.3,2020-09-30,0545,T,100,6.0NRT,296.5,191.3,N
41.095,-123.301,316.1,1.6,1.3,2020-09-30,0545,T,92,6.0NRT,291.4,28.5,N
41.111,-123.283,311.9,1.6,1.3,2020-09-30,0545,T,84,6.0NRT,290.3,21.7,N
41.176,-123.249,306.4,1.6,1.3,2020-09-30,0545,T,66,6.0NRT,291.9,13.9,N
41.187,-123.254,305.2,1.6,1.3,2020-09-30,0545,T,61,6.0NRT,291.8,12.4,N
41.207,-123.27,304,1.6,1.3,2020-09-30,0545,T,8,6.0NRT,291.6,10.6,N
41.218,-123.274,324.9,1.6,1.3,2020-09-30,0545,T,100,6.0NRT,292.8,45.8,N
41.214,-123.292,328.3,1.6,1.3,2020-09-30,0545,T,100,6.0NRT,294.1,53.8,N
41.21,-123.312,310.3,1.6,1.3,2020-09-30,0545,T,74,6.0NRT,291.7,18.6,N
41.225,-123.297,317.5,1.6,1.3,2020-09-30,0545,T,95,6.0NRT,291.7,31.2,N
41.221,-106.428,302.4,3.5,1.8,2020-09-30,0820,A,49,6.0NRT,276.5,60.8,N
41.205,-106.43,326.5,3.5,1.8,2020-09-30,0820,A,100,6.0NRT,278.3,179.7,N
41.213,-106.438,326.4,3.5,1.8,2020-09-30,0820,A,100,6.0NRT,278,181,N
41.211,-106.393,308.3,3.5,1.8,2020-09-30,0820,A,74,6.0NRT,276.3,79.2,N
41.165,-106.445,316.9,3.5,1.8,2020-09-30,0820,A,94,6.0NRT,275.8,122.9,N
41.163,-106.399,303.5,3.5,1.8,2020-09-30,0820,A,55,6.0NRT,275.9,61.9,N
41.118,-106.448,302.2,3.5,1.8,2020-09-30,0820,A,27,6.0NRT,276,55.7,N
41.079,-106.282,341.9,3.4,1.7,2020-09-30,0820,A,91,6.0NRT,282.7,287.3,N
41.077,-106.239,382.4,3.4,1.7,2020-09-30,0820,A,100,6.0NRT,292.9,982.2,N
41.076,-106.197,314.6,3.4,1.7,2020-09-30,0820,A,34,6.0NRT,281.8,91.2,N
41.123,-106.452,302.1,3.5,1.8,2020-09-30,0820,A,38,6.0NRT,274.6,56.7,N
41.081,-106.243,338.1,3.4,1.7,2020-09-30,0820,A,100,6.0NRT,283.7,262.4,N
41.079,-106.201,308.5,3.4,1.7,2020-09-30,0820,A,65,6.0NRT,280.7,70.5,N
41.069,-106.327,324.6,3.4,1.7,2020-09-30,0820,A,100,6.0NRT,287.6,153.9,N
41.068,-106.287,352.6,3.4,1.7,2020-09-30,0820,A,100,6.0NRT,290.4,417,N
41.066,-106.244,405,3.4,1.7,2020-09-30,0820,A,100,6.0NRT,303.8,1702.7,N
41.064,-106.203,349,3.4,1.7,2020-09-30,0820,A,100,6.0NRT,287.1,371.1,N
41.056,-106.371,314.6,3.5,1.8,2020-09-30,0820,A,55,6.0NRT,278.9,100.5,N
41.054,-106.328,338.3,3.4,1.7,2020-09-30,0820,A,100,6.0NRT,286,264.4,N
